电影名称,评论者,评分等级,评论日期,点赞数,评论内容
原始星球,喂饭,推荐, 2020-02-01 20:33:13 ,1,一声口哨能让郁结的水晶炸开，于是人们突然领悟到，梦的碎片叫做音乐。精美的平面动画，让人想起达利作品里诡异又美丽的光和空间，缔造奇观的同时也在缔造可靠的想象
原始星球,Zezzezzz,力荐, 2022-12-11 23:59:25 ,0,知识就是力量，因此拥有知识的星球统治者眼里，低智的人类掌握力量是大逆不道的行为，在无知的人类统治者眼里，人类热衷于获取知识（尤其是星球统治者的知识）是违背祖宗违反法律的行为。最后通过男小人的影响，人类们通过知识获取科技，发现了星球统治者的弱点，取得了胜利，并达成和解。很喜欢这种超现实的科幻动画，不用在意什么剧情，慢慢沉浸在艺术家展现的无尽脑洞即可。这种艺术品就是为了开拓视野用的，令人惊叹的作品五星奉上。
原始星球,paradiso,力荐, 2020-08-30 22:45:35 ,2,入侵脑细胞里看的动画，活脱脱是一张前摇唱片化身活动影戏。里面的生物各种好玩，Level E有这个的影子哦
原始星球,ハル,力荐, 2023-12-02 01:23:46 ,0,内容过于丰富有趣先锋前卫导致本人语言乱码了😵震撼到失语，只能说一句：卧槽，牛逼！！！！！你可以从人类学/民族志/社会学角度看，可以从科幻角度看，可以从神学寓言角度看，也可以从艺术史和哲学史角度看，72分钟的片长做得足够丰满有趣又通俗易懂，对比起来感觉国内搞电影的像一群既没艺术细胞又没想象力的文盲土匪😅还是感慨在搞文艺和人文教育上，差距实在太大了……（PS.在法文看的正版大银幕，字幕错误满天飞，怒而加入日内瓦退钱组织😓💢
原始星球,内陆飞鱼,推荐, 2023-08-09 16:54:42 ,0,有想象力，音乐挺飞的，有些平克·弗洛伊德的味道。
原始星球,Mosuli,力荐, 2017-05-21 10:48:23 ,1,这一部太经典太给力了，在我看来，他还原了人类起源的问题。
原始星球,福·宋,力荐, 2012-11-25 13:48:22 ,1,小时候，我也问过妈妈人类是不是生活在巨人的抽屉里，看了这个动画，发现当年的小萝莉还真是想象力丰富呢。天马行空的想象，古灵精怪的配乐，还有梦幻般的画面，当这一切发生在1973年，它就成了历史上最伟大的动画长篇。
原始星球,2ric,推荐, 2012-11-26 10:56:08 ,2,我看过最诡异的动画片的 而且 头一次看LED发光板（那个东西是这么叫的么？）的字幕！不喜欢的画风 但是竟然看的过程中不觉得无聊 这是什么原因呢？
原始星球,醋鱼,还行, 2012-11-23 22:47:21 ,2,想象力非常丰富，但是这声音听得我真的想吐，生理上起反应了，有点恶心，看完了满脑子都是那个电子味儿……只能说不是我的菜。还有画面，那种好像皮肤被剥开了流着血的那种鲜艳也刺激到我了……
原始星球,。,力荐, 2019-01-13 17:35:46 ,1,蕴含着多重解读的可能性，疯狂恣肆的外星文明想象，既是历史也是当下。绘画、雕塑、音乐等不同艺术形式的交融组合为不可思议的美学系统，让它不再仅仅是一部电影或动画。无所不在的科幻与超现实感，既像人类发展史又似对法西斯与人类自身存在的一次审视（虽然人类对世界的认识与想象永远要受制于自身知识体系的桎梏）。居然有妈妈带着小孩子特意来影院看这部动画…何等的勇气。
原始星球,FrozenElsa,推荐, 2017-05-22 23:23:45 ,1,【7.9】cult动画，看了好几次，之前因为各种原因没看完，这次终于看完了。不错的
原始星球,冰仔,力荐, 2013-09-14 23:15:24 ,0,神作！！！故事绝对有创意，画风诡异，配乐虽然简单但更是惊心动魄！！！
原始星球,Nakadai,还行, 2011-09-19 00:48:51 ,1,画风比较讨喜，但是去掉粗糙的细节设定，其内核是2001和人猿星球，可以说是没什么创意的作品。
原始星球,谋,推荐, 2022-06-06 02:44:14 ,0,#Eyefilm# #CinemaEcologica# 故事比较简单，反殖民主义内核，夹杂着自由平等和知识这几个核心的思考。主要是视觉化的表达，能看出很多设定借鉴了达利的画作，超现实感很强，配乐就太强了，时而诡谲，时而轻快搭配上复古的色彩及动作设计让影片非常有特色。片中的对照设定也非常明显，像发光小人和跳舞大人，所以本质更多的是反思。不喜欢的点就是有很多画面只是为了展示而展示。
原始星球,LADarwinci,力荐, 2023-11-02 04:29:59 ,0,绝对的力量悬殊会弱化同情心。高等文明俯视低等文明的同时又惧怕低等文明的赶超。两个科技水平相当的文明，繁殖力高的获胜。不得不赞叹一句：好酷啊！
原始星球,小便利店,还行, 2020-03-03 20:59:02 ,1,没想象中那么好，一年产出一百部的民族反抗史诗，形似阿凡达的高级智慧生物，开头把人类当蚂蚁捉弄，后来就变成纳粹式毒气消灭了，从诚实的感受来讲，很难不指认为一种粗浅的隐喻，喜欢吹口哨碎裂水晶的妙想
原始星球,Orpheus+,还行, 2021-08-10 00:31:57 ,1,6.5。惊艳到无法否认的想象力与简陋到无法否认的表达。
原始星球,饭夫斯基,推荐, 2012-05-04 14:39:15 ,2,画风超现实，我需要这样无序的想象力来养殖梦境。
原始星球,DrBigglesworth,力荐, 2011-04-16 09:55:17 ,0,看到自己十年前只打了三星 惊呆了。。。果然我第一次看的时候真的没get到这部作品的牛逼之处 我错了
原始星球,溯,力荐, 2012-05-06 19:11:23 ,0,fantastic，各种神奇；冥想的深度
原始星球,ᠴᠣᠭᠲᠤ🔒,很差, 2012-11-23 23:18:12 ,2,实在是缺乏想象力的作品，自我陶醉，难以忍受。
原始星球,[已注销],推荐, 2012-11-23 22:44:44 ,1,确实很fantastic！！！开场音乐和画面太迷幻了！！真邪恶！！BTW 外星人都长的好美腻！！！
原始星球,安托万,推荐, 2012-12-25 18:38:01 ,1,总有些电影是无法评价的。一切都是矛盾的，人类没有尊严、但是他们的野性也赋予他们力量。大蓝人理性又高贵，本能却仍然是他们的弱点，他们也仰慕古典的躯体，以致于他们的灵魂要占用这样的躯体彼此交合，繁衍下一代。
原始星球,ericchung,推荐, 2013-01-26 15:25:28 ,0,http://www.tudou.com/programs/view/xfH5SH5POOY/
原始星球,木阳,力荐, 2021-08-12 16:29:07 ,0,假想的人类文明演化史，超现实主义风格令人着迷。不羁的构想下秉承了进化演替观，但结尾戛然收在了共存，不免有点潦草。戴格斯人对待奥姆人与奥姆人对待更“低等”的生物的态度并无二致，令人重思“人道”这一概念的适用范围。戴格斯人用冥想这一“高等”的精神式的行为进行繁衍，与奥姆人本能性肉体性的繁衍行为对立而统一，进而作品对物种间（或物种内）等级的划分提出了有力的质疑。
原始星球,Zezzezzz,力荐, 2022-12-11 23:59:25 ,0,知识就是力量，因此拥有知识的星球统治者眼里，低智的人类掌握力量是大逆不道的行为，在无知的人类统治者眼里，人类热衷于获取知识（尤其是星球统治者的知识）是违背祖宗违反法律的行为。最后通过男小人的影响，人类们通过知识获取科技，发现了星球统治者的弱点，取得了胜利，并达成和解。很喜欢这种超现实的科幻动画，不用在意什么剧情，慢慢沉浸在艺术家展现的无尽脑洞即可。这种艺术品就是为了开拓视野用的，令人惊叹的作品五星奉上。
原始星球,paradiso,力荐, 2020-08-30 22:45:35 ,2,入侵脑细胞里看的动画，活脱脱是一张前摇唱片化身活动影戏。里面的生物各种好玩，Level E有这个的影子哦
原始星球,ハル,力荐, 2023-12-02 01:23:46 ,0,内容过于丰富有趣先锋前卫导致本人语言乱码了😵震撼到失语，只能说一句：卧槽，牛逼！！！！！你可以从人类学/民族志/社会学角度看，可以从科幻角度看，可以从神学寓言角度看，也可以从艺术史和哲学史角度看，72分钟的片长做得足够丰满有趣又通俗易懂，对比起来感觉国内搞电影的像一群既没艺术细胞又没想象力的文盲土匪😅还是感慨在搞文艺和人文教育上，差距实在太大了……（PS.在法文看的正版大银幕，字幕错误满天飞，怒而加入日内瓦退钱组织😓💢
原始星球,Mosuli,力荐, 2017-05-21 10:48:23 ,1,这一部太经典太给力了，在我看来，他还原了人类起源的问题。
原始星球,福·宋,力荐, 2012-11-25 13:48:22 ,1,小时候，我也问过妈妈人类是不是生活在巨人的抽屉里，看了这个动画，发现当年的小萝莉还真是想象力丰富呢。天马行空的想象，古灵精怪的配乐，还有梦幻般的画面，当这一切发生在1973年，它就成了历史上最伟大的动画长篇。
原始星球,。,力荐, 2019-01-13 17:35:46 ,1,蕴含着多重解读的可能性，疯狂恣肆的外星文明想象，既是历史也是当下。绘画、雕塑、音乐等不同艺术形式的交融组合为不可思议的美学系统，让它不再仅仅是一部电影或动画。无所不在的科幻与超现实感，既像人类发展史又似对法西斯与人类自身存在的一次审视（虽然人类对世界的认识与想象永远要受制于自身知识体系的桎梏）。居然有妈妈带着小孩子特意来影院看这部动画…何等的勇气。
原始星球,冰仔,力荐, 2013-09-14 23:15:24 ,0,神作！！！故事绝对有创意，画风诡异，配乐虽然简单但更是惊心动魄！！！
原始星球,LADarwinci,力荐, 2023-11-02 04:29:59 ,0,绝对的力量悬殊会弱化同情心。高等文明俯视低等文明的同时又惧怕低等文明的赶超。两个科技水平相当的文明，繁殖力高的获胜。不得不赞叹一句：好酷啊！
原始星球,DrBigglesworth,力荐, 2011-04-16 09:55:17 ,0,看到自己十年前只打了三星 惊呆了。。。果然我第一次看的时候真的没get到这部作品的牛逼之处 我错了
原始星球,EeveeKu,推荐, 2022-10-12 02:05:33 ,0,德拉格人犹如上帝巨人一般，拥有匪夷所思的生物科技和精神科技，所生活的星球布满奇怪的生物，其科技产物和建筑以人类组织器官或动物卵蛹形态存在。巨人一个短时间周期对人类来说是漫长的，他们的冥想犹如人类的性交，冥想时精神脱离肉体，在原始星球上载入巨物身体加以交配，冥想时其精神外在十分脆弱，对其外在精神体加以破坏会严重损害其肉体。尽管有先进的科技，德拉格人仍然无法克服温度的难题，难以开辟温度不适的区域。得益于盗取了德拉格人的学习耳机，人类德尔学习大量德拉格科技，并带领野生人类进行一次科技革命，逃脱了德拉格人的长期奴役。片末，德拉格历史提到两类生物开始共存相处，但这真的能持续吗？人类群体之间都存在斗争，更何况与外物种的。音乐空灵充满神秘感，构图类似进击的巨人，人类脸上刻满黑线，承受巨大的精神压力
原始星球,子嫩1103,推荐, 2012-11-23 22:26:49 ,1,如此题材放在1973绝对是难得的好片了。
原始星球,溯,力荐, 2012-05-06 19:11:23 ,0,fantastic，各种神奇；冥想的深度
原始星球,vivi,推荐, 2011-12-04 11:38:51 ,1,人类战胜始祖鸟可真厉害~ 什么植物大战僵尸、超级玛丽都弱爆了~
原始星球,超cute侠,推荐, 2022-06-16 22:55:16 ,0,用知识充当武器上演底层翻盘好戏，故事简洁，画风清奇，里面的好多生物透着想象力，潜在文本也有自己的表达。
原始星球,果酱☮,2013-06-21 01:46:17, 2013-06-21 01:46:17 ,1,http://www.56.com/u57/v_NTg3OTgyMTQ.html
原始星球,行,较差, 2012-12-08 21:57:12 ,4,如果是个人作品，我可以原谅。
原始星球,大红色,力荐, 2010-05-27 23:04:37 ,1,"反转类型电影~30年的手绘动画已经发展成这样了……想象力思维惊人。
配乐实在是了得啊~迷幻加华丽~"
原始星球,生人回避,推荐, 2023-06-06 00:56:51 ,0,算是太空竞赛时期带给艺术界的瑰宝了，处处可见冷战时期的缩影，既大胆又前卫。
原始星球,透明,力荐, 2010-07-18 00:08:05 ,3,神作！1975！天！！！
原始星球,深夜的阿斯伯格,推荐, 2018-02-09 14:50:02 ,0,戴格斯人睡觉的时候下体变成了蛇，这不就是我喜欢的女娲么。人类起源的片子开头的无声表演玩弄奥姆斯人的段落看的津津有味
原始星球,鬈毛毛,较差, 2022-08-22 01:07:18 ,1,似乎各种浪潮运动中动画都是最能让人眼前一亮的存在，可惜再天马行空的艺术也掩盖不了干瘪的主题，看着逐渐发现这不还是师夷长技以制夷还挺……
原始星球,Lycidas,推荐, 2024-08-14 20:11:55 ,0,以贫穷而stylish的方式玩高概念是这样的，提纲挈领然后没了（挺好的，这么多年以后这些东西都快成烂梗了，看个极简版无比治愈
原始星球,梦里诗书,力荐, 2024-02-01 16:30:20 ,0,即便在今天看来，这部拍摄于1973年的科幻动画《原始星球》仍旧能给人带来以极强的冲击力，独树一帜。怪诞诡谲的画风下，电影从一个常人难以设想的角度，用超现实主义的手法，缜密的逻辑构思，带来了一场脑洞大开的文明寓言，令人着迷，叹为观止。
原始星球,脑子白腔荡骨鹅,还行, 2011-12-09 16:53:45 ,0,猪脚个娘炮= =……有些地方像博斯或者布鲁盖尔神马的画，其他没什么 入侵脑细胞里有出现这片
原始星球,★冰凌宫★,还行, 2013-05-14 02:43:42 ,2,很有风格的动画，隐喻了很多东西，乍一看好象很荒诞，野蛮，原始，但其实我们现在的一切跟这动画有什么不同，里面的设计也很有意思，73年的作品却比现在的动画，坚强有力！
原始星球,HiddenWitch,力荐, 2022-09-19 21:34:12 ,0,"我也想要那个教育耳机，听过一遍知识就会刻在记忆里.......
想到各种小动物，希望它们某一天也能反抗人类的暴行。
配乐太好，结尾仓促。
和Monty Python动画的风格很像啊。"
原始星球,操蛋的教父,推荐, 2011-11-07 22:00:23 ,0,奇思妙想的动画电影，反乌托邦基调。有意思#^_^#
原始星球,ztlpoppy,推荐, 2022-12-21 23:13:18 ,0,突然觉得，可能没有外星文明了。毕竟对于不同的物种周期时间差别太大了。故事牛，画面配乐更是诡异，天马行空。看的挺渗人的，特别是前半段把人当宠物养着的时候
原始星球,_,还行, 2010-12-15 17:13:23 ,0,"东欧世界阴沉的画风和瘆人的氛围音乐，可怕
星球人长得太惊悚，奶比较挺"
原始星球,林文清,推荐, 2020-02-27 03:55:13 ,0,"A simple but allegorical tale, wrapped up in extraordinary imaginations, bizarre artwork as well as a brilliant soundtrack, making it a quite unique gem from the Czech cinema."
原始星球,安东,力荐, 2017-02-12 22:34:45 ,1,天马行空的想象力啊，真是神作——而且还是四十多年前拍出来的。
原始星球,有寂,推荐, 2011-05-28 12:38:23 ,0,知识就是力量--人类反抗史
原始星球,胡桃园咔嚓女王代表老柴咔了你,推荐, 2009-11-01 18:37:37 ,0,从前买过这部片子的老翻碟，然后，后来再看THE CELL，发现里面女主在家的时候电视上放了它-v-
原始星球,孙洗澡,力荐, 2016-01-07 01:12:18 ,1,人類佔領星球的終極原因大概就是：求知，革命精神、繁殖能力。這動畫片可以讓人極度疲勞的情況下仍然目不轉睛的無法錯過一秒鐘，真正的動畫傑作果然來自於手繪時期，想象力強悍到讓人喜歡到了不寒而慄的地步！！
原始星球,白昼白,推荐, 2017-07-17 07:39:30 ,0,架空世界设定满分。配乐棒呆了。给不了满分的原因大概是结尾太过理想主义太HE了吧。诚然，两派相争的结局无非鱼死网破或者相互制衡，却不可能是共享天伦之乐。个人看来，Om身上的自私基因大概很难被消除。
原始星球,霍不乱,推荐, 2012-11-23 22:19:35 ,0,心情完全被放映前电影资料馆的呆逼研究生的讲解给毁了。她说电影太过晦涩深奥，其中蕴含丰富意义，需要提前给我们解释一二。其实电影很好，流畅易懂，她的所谓作为专家的解释也无非照本宣科的读了两段自己的注水论文而已。
原始星球,蓬头草,力荐, 2008-09-10 16:16:16 ,0,我看的版本是英语还有个跟配音不一样的字幕，这让我很郁闷
原始星球,墨梓,力荐, 2012-09-09 00:46:35 ,0,配乐和构思太厉害，画风又很喜欢，加一颗星
原始星球,静水流深,力荐, 2024-06-30 23:33:28 ,0,很好的体现了动画魅力，动画的基础是发展甚久的绘画流派。本片就如此，天马行空的画面，很有表现力。不是很懂绘画的艺术流派，搜索一下感觉风格有点像是表现主义和超现实主义的结合。总之画面是给了我不小的冲击的。如果是真人电影，相同的剧情下，给我的冲击肯定会少很多（其实细究剧情，并没有太出彩的地方）。另外音乐大赞，开头就吸引住了。
原始星球,石墙,推荐, 2017-02-25 23:49:52 ,3,这种画风的动画片放到现在也能杀出一条血路。
原始星球,神经的神,推荐, 2011-10-10 15:10:35 ,0,"作为七十年代的动画很不错了！缺点是有些虎头蛇尾了。打包内有重译中文字幕 bhfzvn1h
"
原始星球,小水,还行, 2014-06-12 14:29:36 ,0,repulsive……
原始星球,8月12日,力荐, 2011-12-23 19:29:31 ,0,Fantastic.Planet.1973.BD.MiniSD-TLF 更新字幕
原始星球,水仙操,推荐, 2012-02-07 22:34:16 ,0,捷克小朋友是看这种动画成长的吗？难怪。蓝巨人、人类兽、遥控项圈、教学头箍。阿凡达之滥觞。
原始星球,寸言土,还行, 2009-03-25 17:42:13 ,2,我觉得现在打星越来越没同情感了
原始星球,渡边,还行, 2012-11-26 09:33:35 ,1,可以算是看过的最诡异的电影之一。创意不错，配乐加分，但故事有些弱，略显拖沓。
原始星球,到哪哪倒龙经理,推荐, 2012-11-24 00:45:45 ,1,果然人类你们最高的需求就是生殖了。。。
原始星球,叫啥随便叫,还行, 2021-01-22 23:25:49 ,1,"结局仓促。很多细节以及设定也没交代清楚，如“戴格斯一周相当于人类一年”、戴格斯的昼夜在人类视角上的感知时长等设定上的矛盾冲突；对展示的“地球”并不展开说明，导致对戴格斯星球上的人类的历史很莫名，等等，让钻牛角的我很是出戏。难不成真的只是充当背景？
不过自然有它优秀的地方。法漫果然是法漫，特点总是那么明显。刻画丑陋、愚钝，批判制度，又兼带“希望”或者说“真善美”。
人类也有变为蟑螂鼠蚁的一天，“斗蟋蟀""和发着光追求交配繁殖两处最刺激我，记忆深刻。"
原始星球,小hal,力荐, 2012-06-19 00:54:21 ,0,很喜欢的风格 伊藤润二是不是就是受这启发的啊
原始星球,ROY-XIII,力荐, 2012-01-10 01:46:30 ,0,"终于下到一个靠谱的字幕!久仰大名的作品,之前的看的视频质感完全是坑爹!"
原始星球,王家祥悉达多,推荐, 2013-12-12 23:37:17 ,0,深夜看着一部片子着实让人。。心生忐忑啊。达利的超现实主义画风，诡异的背景音乐，惊悚的人物设定和世界设定，还有莫名其妙的字幕，比史云梅耶更让人震撼与不安。
原始星球,含章可贞,推荐, 2013-05-25 15:34:16 ,0,以年代来论，是够NB的，有阿凡达的影子，或者说阿凡达借鉴了这个片子的地方实在是不少，冷冽太多，感动不足
原始星球,靡夜蔷薇,还行, 2021-06-19 09:24:35 ,0,《原始星球》仿佛一个PG13版本的伊藤润二奇想世界，“精神污染”成了风格后反而有种猎奇怪异的美感。就是这个剧本……外星小姑娘把男主捡回去那一刻就晓得了，这不就是变异版摩西和“出埃及记”吗？！和后来的《沃特希普高地》以及梦工厂《埃及王子》如出一辙。属于欧美人都懂的精神意象、然而我作为“异教徒”只能感慨好好的动画感染力却只讲了个圣经故事可惜了。
原始星球,🫗,推荐, 2022-08-15 02:26:59 ,0,4.5 线条感，重表意，历史，因此隐喻式的电影，本身懂多少就看懂多少。影片最有趣的似乎是那种同时在场的“双重”视角，一方面，oms是正被压迫着圈养着的人类，另一方面，draags也能被看作人类（他们是星球的统治者，做的事情都是人类做出的事情）。所以似乎影片一方面在激起我们的同情，因为我们被不公正对待的，另一方面也在讽刺人类以自己为中心的各种非道德的行为。影片让我们同时进入了压迫者和被压迫者的处境，这有点像勒内·基拉尔写的受虐和施虐（不知道我有没有理解对）。景别上也是，有时把oms拍得像蚂蚁-draags视角，有时也有oms自己的视角，还挺分裂的。并且无论哪个社会，都是由阶层组成的，所以d和o的社会都并不高级？对技术-知识持褒义态度，但目前的支持仍只是为了保存自己消灭他人，这是片子局限的地方。
原始星球,INsomnia,力荐, 2012-08-12 02:47:55 ,2,捷克动画片捷克电影哦 真是越看越上瘾 1973年的电影就做到了中国电影2023年的水平 
原始星球,东北洪常秀,力荐, 2021-12-25 23:57:01 ,0,这个想象力也是叹为观止 ，整部电影都有一种超验性的视感，人类被驯化的历史，好看至极。
原始星球,故城,推荐, 2012-11-23 23:29:16 ,0,好电影是要随缘的。昨晚去资料馆看原始星球，冲着影史十大动画片，也是当年戛纳技术大奖。放在1973年，的确有些惊天地泣鬼神。然而4年后，星球大战横空出世，格局大、布局妙、灵性足，谁还会去思念这部原始星球。那之后科幻片横行，异性、银翼杀手、奇思妙想、终结者，都是现代性崇拜与倒塌......
原始星球,Persona,力荐, 2021-12-13 22:30:52 ,0,结尾略糙，但是也太美了吧，超迷幻，还有巨人照着奥姆画眼睫毛涂白粉被换黑粉那里可爱到我了，前半小时巨物爱好者看了个爽
原始星球,Gray Wizman,力荐, 2014-01-19 17:01:01 ,1,theres some truth behind human history.
原始星球,SUMINI,推荐, 2012-11-25 23:12:42 ,0,风格化太强了，音乐是亮点，结尾有些仓促，这个故事能发展出好多好故事
原始星球,请勿打扰,推荐, 2023-12-17 12:30:57 ,0,"一点甘美兰，配乐很典，在后边的科幻电影屡见不鲜，甚至有段让我想到崩铁的黑塔空间站……
有点中世纪插画了，丑丑的，有时候还不如巨蟒画的好看

行动来呈现，这样叙事很聪明"
原始星球,三十余年如一梦,推荐, 2023-11-28 19:32:50 ,0,德拉格人想无害化处理宠物奥姆人，但是奥姆人逃到外星抓住了德拉格人的软肋，从此两方休战和平相处。
原始星球,kiki204629,推荐, 2017-12-11 21:59:19 ,0,居然是1973年的作品。脑洞灰常大的科幻动画电影，俨然是另一个人类起源的故事。捷克新浪潮了不起！知识推进文明进程，然后推翻过去，从原始到文明，从束缚到自由。所以人猿星球、阿凡达都被这电影启发过么？
原始星球,非了,力荐, 2011-11-06 14:43:36 ,0,单就想象力来说，《阿凡达》都无法与之比肩。
原始星球,坍塌,力荐, 2013-06-11 23:29:36 ,1,颇有耶罗尼米斯·博斯的《人间乐园》之风。★★★★☆
原始星球,葫芦,力荐, 2012-12-03 00:16:14 ,0,这想象力太棒了！人类沦为刍狗之后的逆袭，结果有点像Matrix，达到两方势力的平衡点，处处都像暗含了隐喻
原始星球,GGH&&,推荐, 2014-03-11 13:38:08 ,1,Terre & Humain 说是达利风其实还好啦_(:з」∠)_ 画家一旦有精神问题就完全无法掩饰，相比之下这一部画风还是蛮清新的...学习。进攻。繁殖。BigBang.【配乐配乐配乐配乐！！！
原始星球,青井岩茶,力荐, 2020-01-19 16:55:54 ,1,影片中出现过一种有自我意识的植物，它杀死飞虫的目的不是进食，而是因为它有这么做的能力，这里可能是最直接了当阐明中心的部分。
原始星球,⠀ ⠀ ⠀ ⠀ ⠀ 🍉,推荐, 2012-09-23 23:16:14 ,0,阿凡达前世么0-0.设定都好像
原始星球,颜良,推荐, 2023-06-18 16:06:00 ,0,"德拉格人对奥姆人的杀戮与奴役不能说是残忍，而是他们认为奥姆人完全不值得一提。一种物种认为比另一种物种更为高贵的理由是什么？假设一个物种比之另一种物种有更高的科技、艺术、品格，是不是这种物种更为高贵？而且是一个客观意义上来说的，这些方面的优越不仅是外在更多一种累加，而是被认为是在内在性上完全的优越。如同德拉格人之于奥姆人，如同人类之于虫子。更高级的物种是不是可以随意的对待低等物种，这不仅是因为有能力这么做，而是因为天性上的高贵给与了行为的正当性，他们太过于卑微以至于在内在价值上处于完全不同的地位。
这种问题可以用来思考人类和动物之间的关系，人类间不同阶级的关系，决定其内在价值的到底是什么？认为自己是更高等者们错误地把外在性质归于内在属性，就如同一个富翁认为比穷人更高贵。这无非是荒谬的自负罢了。"
原始星球,十個雪碧,推荐, 2013-06-25 22:05:12 ,0,在雜家看過 沒有看完 當時給我的感覺是“陰森的政治動畫” 今天補完了 對結局稍感失望 畫風不是很喜歡 不過配樂太太太太太太贊了
原始星球,勵帝或,还行, 2012-08-20 21:15:14 ,1,结尾跨度太大了吧，现在来看接受有点生硬；感觉是草草结束，不够有力啊，我还一直期盼一个好结尾；想象力、预言、器物、各类生物、机械、造型都新鲜生猛，大开眼界；
原始星球,Y,力荐, 2022-07-16 22:08:00 ,1,音乐迷幻，画风诡异又很夏加尔，故事超前荒诞又真实，冥想的方式又很符合现在人类对精神层面的高度追求，还有男女结合的方式合理又不可思议。
原始星球,粘粘,推荐, 2023-08-13 19:09:23 ,1,补档：相当超前的一部片子，虽然是两种智慧生物的科幻故事但结合当年看完全是符合当时解放浪潮的，如果不是仓促结了尾，这个世界的设定完全可以更加扩展。
原始星球,绷带僵尸,推荐, 2014-04-26 21:54:22 ,0,3.4这不是原始星球，是未来星球。结尾赞一个。现在即是未来
原始星球,迟到王,推荐, 2016-08-08 21:50:12 ,1,看之前期望很高，看完了却发现是剧情走向可以猜到的那种片子。智能造人论，驯化之后起义，最后不但没有厮杀一场还达到了和平共生。人设厉害在可以让作为人类的观众感同身受。
原始星球,lifelead,2011-12-18 15:28:28, 2011-12-18 15:28:28 ,2,可以联系现实。弱小国家要想在地球上获得生存，要想和强权共处，只有不断学习进步、强化壮大自己。捷克就是弱小的国家，危机感很重。你可以把“星球人”看成是美国人，把“阿富汗人、越南人、朝鲜人、伊朗人、塞尔维亚人、叙利亚人”看成是“人类”。拜托这么有深度的电影，不要看得这么浅薄好不好。
原始星球,[已注销],推荐, 2012-12-04 14:52:33 ,0,科幻电影完全不同的思路，人类之渺小，却能和看似伟大的物种共存 ~ 这个剧本的想法碉堡了～　
原始星球,staff,还行, 2023-11-19 01:01:31 ,0,7/10。画风会让人产生故事扎实的错觉，但其实故事讲得相当一般，德拉格人和奥姆人的关系就跟人和老鼠差不多，这种支配地位反转的设置就是为了引起观众的自我反思。而且收尾也很仓促，像是编不下去了，于是直接快进到了建立地球。
原始星球,悟空的尾巴,推荐, 2011-12-06 21:59:45 ,0,相当相当诡异。结尾有点草率，要赶尽杀绝不留后患啊！！！
原始星球,鲸落51.7,力荐, 2015-12-07 21:28:12 ,0,迷幻的音乐，充满了创意的设定，让人惊悚又惊喜！当人类被当做宠物，如何冲破禁锢赢取自由？自由生长的水晶一吹口哨便破碎，美到爆！PS：少儿不宜！
原始星球,空白格,力荐, 2013-11-03 11:42:13 ,0,我最爱最难忘的动画电影！！给满分！
原始星球,Savannah,推荐, 2016-07-06 00:18:09 ,1,想象力太恐怖，完全被带入~
原始星球,花城漓江,推荐, 2022-09-13 22:11:22 ,0,这诡异神奇的动画，着实令人着迷。看的时候我就在想，生而为人，其实很弱小，还没有遇见宇宙中更强大的文明和生命体。一旦遇见，《三体》伺候。01:11:48，mkv，543MB
原始星球,阿依达,力荐, 2020-10-07 08:02:52 ,1,人类中心主义的解体与构建，巨人真是温情又冷漠的生物，人类也是。
原始星球,木山豆睿,推荐, 2024-05-26 00:11:13 ,0,很有趣很前卫的动画讲亘古不变的道理：有限的资源和非我族类其心必异的理念下根本谈不了物种共存。当具有碾压实力时，首选项永远是消灭，只有被威胁时才有谈判余地。
原始星球,火山边缘,推荐, 2011-12-20 01:43:34 ,1,他们全身发光，一对对跑到树林深处，野合去啦
原始星球,妄想代理,推荐, 2013-10-20 20:29:37 ,0,一想这是70年代的片 就觉得好厉害。。先脑补倒是普罗米修斯的智人
原始星球,杨二史密斯,力荐, 2021-12-26 15:21:26 ,1,看的无字幕版，听不懂的法语对我来说就是彻底的外星话，倒是正契合主题了。真是好久没有看到这么诡异邪典的东西了，画面配乐和故事完全是童年阴影的各种元素组合，让我找回了小时候一个人在家哆哆嗦嗦看一部想不起来的诡异国产动画和《一千零一夜》的感觉。
原始星球,w2jmoe,很差, 2020-03-22 21:08:06 ,0,画风猎奇、剧情压抑、配乐诡异，6、70年代的法国小孩都经历了什么儿童邪典！？... = w lll
原始星球,cherrypie,推荐, 2021-10-10 11:54:56 ,0,前半段像养猫狗 后半段像灭蟑螂 幸好蟑螂还没进化到能听说读写造火箭…… 是时候为蟑螂打造一颗专属星球了！
原始星球,廿四格影,很差, 2018-08-27 11:46:15 ,0,"古往今来人类从未停止，对于万事万物的追问，对于生命本质的追溯，即便到此刻，我们还是会问：人类文明是否只是一种自身的幻觉？关于意识最有趣的便就是：有些东西，我们根本意识不到，它已经超出了我们自身理解事物的极限 … 我们怀疑、我们冥想，试图思考这个子虚乌有的世界！愚昧而不自知的我们，也许就是被套上“智慧”之壳的一种玩笑，没有什么所谓的形态和认知，一切眼中的大众意识只是因为它被大部分人所认可，从而生成一种内在的价值体系，对与错，也就产生了一定的规则！《原始星球》（1973）所谓的超前意识也只是停留在了 …“大”与“小”，“上”或“下”如此假象上帝论当中罢了！

——▶1◀—— 🔴 1973 🔵 法国

【2018年 8月【🟢】【➊】】【≈ 72分钟】【原版 ★ 中文字幕】【⭐】◀▶【⭐⭐⭐】"
